id_unico	decisao_revisada	confianca	regra	subgrupo_duvida	nucleo_analitico	ano	bases_origem	doi	termos_bloco_a	termos_bloco_b	auditado	titulo	justificativa_reprodutivel
REG_06514	DESCARTAR	media	D5_SEM_ACAO_MANUTENCAO	apenas_bloco_b	FALSE	2024	Scopus	10.1007/978-3-031-74716-8_30		life cycle; life-cycle; net zero	nao	Multi-Temporal Environmental Impacts of Energy Consumption in Net Zero Energy Buildings	Há edificação e sustentabilidade/desempenho, mas sem ação de manutenção/operação/FM suficiente.
REG_06540	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1007/978-981-97-3682-9_15	operation and maintenance; maintenance management	life cycle; life-cycle; service life	nao	Research and Exploration on Application of Intelligent Operation and Maintenance of Subway	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06561	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus|WoS	10.1016/j.procs.2024.01.160	operation and maintenance	sustainab; life cycle; environmental performance	nao	Assessing the sustainability of hydrogen supply chains using network Data Envelopment Analysis	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06563	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1007/978-981-99-7413-9_29	operation and maintenance; condition assessment	life cycle	nao	Transformer Health Condition Assessment Method Based on Full Life Cycle Data	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06565	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus|WoS	10.1115/msec2024-125110		life cycle; environmental performance	nao	SIZING OF GRID-CONNECTED PV-BATTERY SYSTEM IN MANUFACTURING FACILITY CONSIDERING LIFE CYCLE ASSESSMENT	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_06567	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1115/icone31-fm1	operation and maintenance	life cycle	nao	Nuclear Plant Operation and Maintenance, Engineering and Modification, Operation Life Extension (OLE), and Life Cycle	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_06568	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.52202/076061-0061	operation and maintenance	life cycle	nao	Research of Key Technologies of Intelligent Manufacturing of Nuclear Power Equipment based on MBD	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_06569	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1109/icns60906.2024.10550733		life cycle	nao	Ensuring System Safety and Resiliency for Mission-Critical Systems during the Operations and Maintenance Phase	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06571	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1109/icmiii62623.2024.00014	operation and maintenance	life cycle	nao	Research on Carbon Footprint Model of Transformer Products Based on Life Cycle	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06572	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.52202/076061-0173	operation and maintenance	life cycle	nao	Research on the Theory and Application of Life Cycle Management of Bridge Engineering Based on BIM Technology	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_06574	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1007/978-981-99-6090-3_22	maintenance management	life cycle; life cycle cost	nao	Development of Pavement Maintenance Management System (PMMS) for an Urban Road in New Delhi, India	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06575	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.11159/icceia24.166	operation and maintenance	sustainab; life cycle; greenhouse gas	nao	Life Cycle Assessment of Conventional and Sustainable Villas in the United Arab Emirates: A Comparative Case Study	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06578	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1109/psgec62376.2024.10721192	operation and maintenance; maintenance management	life cycle	nao	Digital Modeling of Power Grid Engineering Driven by Information Flow	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06579	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus		maintenance management	life cycle	nao	31st CIRP Conference on Life Cycle Engineering, LCE 2024	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06580	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1177/13694332231218764	operation and maintenance	life cycle	nao	Research progress and prospect of digital twin in bridge engineering	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_06584	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.3389/fenvs.2024.1462571	operation and maintenance	life cycle; carbon neutral	nao	Study on carbon emissions of a small hydropower plant in Southwest China	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06586	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1117/12.3038266	operation and maintenance	life cycle; life cycle cost	nao	System dynamics-based whole life cycle energy consumption and cost analysis of a typical cable project with near-zero consumption construction project	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06590	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1080/15732479.2024.2401373	maintenance management; maintenance strategy	life cycle; life cycle cost; service life	nao	Structural frequency-based maintenance management method for steel truss bridges under atmospheric corrosion	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_06591	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1109/epee63731.2024.10875522	operation and maintenance	life cycle	nao	Research on Carbon Emission Accounting Method and System for UHV Substation Full Life Cycle	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_06593	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1080/15732479.2022.2095408	operation and maintenance	life cycle; life cycle cost; service life	nao	Life cycle cost analysis of macro synthetic fibre reinforced concrete for railway sleeper applications	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_06594	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1109/jproc.2024.3353855		life cycle	nao	Cloud-Native Computing: A Survey From the Perspective of Services	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06599	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus|WoS	10.1007/s10668-022-02715-7	operation and maintenance	sustainab; life cycle	nao	Environmental assessment of road freight transport services beyond the tank-to-wheels analysis based on LCA	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06607	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1007/978-981-97-2116-0_12	operation and maintenance	life cycle	nao	MPS System Verification Based on Digital Twins Intelligent Technology	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06608	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1080/09537287.2023.2234882	operation and maintenance	life-cycle	nao	Realising the promises of artificial intelligence in manufacturing by enhancing CRISP-DM	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_06609	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.3929/ethz-b-000676005		sustainab; life cycle	nao	Applying Sustainability Principles to the Design and Construction of Hydraulic Structures using a Structured Framework	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06611	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1007/978-981-97-0372-2_3		life cycle; life cycle cost	nao	Life Cycle Cost-Based Operation Revenue Evaluation of Energy Storage System in Renewable Energy Aggregation Stations	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06612	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1109/acpee60788.2024.10532261	operation and maintenance	life cycle	nao	Economic Analysis of Offshore Wind Power DC Transmission Schemes Based on Different Frequencies	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_06613	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1007/s11367-023-02224-3	operation and maintenance	life-cycle	nao	Life-cycle cost (LCC) applied to hydrogen technologies: a review	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06615	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1109/apwimob64015.2024.10792966	operation and maintenance	life cycle	nao	Carbon Footprint of 4G-LTE Networks at 900 MHz and 1800 MHz: A Life Cycle Assessment (LCA)	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06616	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1109/edpee61724.2024.00114	maintenance management	life cycle	nao	Application of Radio Frequency Identification Technology in Maintenance Tracking of Aircraft Electromechanical Equipment	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06619	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1109/i3ceet61722.2024.10994097		sustainab	nao	5G Approach: Perspectives Into Smart Infrastructure Implementation	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06620	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1016/j.procir.2024.01.001	maintenance management	life cycle	nao	A serious maintenance management game for decision-making on digitized railway assets	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_06622	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1117/12.3044429	operation and maintenance	life cycle	nao	Research on the technical system of long-span green bridge construction	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_06624	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1109/icpea60617.2024.10498421	operation and maintenance	sustainab; life cycle	nao	Innovative & Sustainable Solution for Protection Relays Life Cycle Management	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06625	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1007/978-3-031-49421-5_44	maintenance management	life cycle	nao	A Case Study Regarding Asset Management at a Bakery Processing Industry and the Challenges Presented for the Maintenance of Its Industrial Equipment	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06627	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1007/978-981-99-6233-4_23	operation and maintenance	life cycle	nao	Study on Risk Allotment for Public Private Partnership in Indian Infrastructure	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06628	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus|WoS	10.1088/1755-1315/1337/1/012043		sustainab; life cycle; life-cycle; life cycle cost	nao	Approaching road design from a sustainability perspective	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06629	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus		operation and maintenance	sustainab	nao	PERSPECTIVES ON PROJECT MANAGEMENT AND ASSET MANAGEMENT INTEGRATION: A SYSTEMATIC REVIEW	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06630	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1201/9781003483755-331	operation and maintenance	life-cycle; service life	nao	Optimization of maintenance program for bridge cable in service lifetime	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_06633	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1007/978-981-97-0922-9_112	operation and maintenance	life cycle; life cycle cost	nao	Research on Complex Product Maintainability Configuration Design Method Based on Knowledge Graph	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06638	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1007/978-3-031-47718-8_47		life cycle	nao	Principal-Agent Theory-Based Analysis of China’s Green Automotive Industry Strategies	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06640	DESCARTAR	media	D5_SEM_ACAO_MANUTENCAO	apenas_bloco_b	FALSE	2024	Scopus			life cycle	nao	A Study on Construction Digital Platform Technology Roadmap for Realization of Carbon-Neutral City based on Building Life Log Data	Há edificação e sustentabilidade/desempenho, mas sem ação de manutenção/operação/FM suficiente.
REG_06643	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1007/978-981-99-9947-7_97		sustainab	nao	Study on “Intelligent” Renewal Strategy of Block Under Stock Optimization	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06645	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1061/9780784485279.065	maintenance management	life cycle	nao	State Departments of Transportation Efforts toward Optimizing the Management of Ancillary Asset Data: State of Practice and Future Recommendations	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06647	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1109/icftic64248.2024.10912918	operation and maintenance	life cycle	nao	Research on Improved PBFT Consensus Mechanism based on Reputation Value Mechanism and Leader Election Algorithm	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06650	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1109/edpee61724.2024.00026	operation and maintenance	life cycle	nao	Coordination of Global Data Asset Management in Digital Power Grid Corporation	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06652	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1201/9781003483755-378	operation and maintenance	sustainab	nao	Digital health monitoring of the Great Belt Suspension Bridge	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_06653	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1117/12.3014996		life cycle	nao	Digital Twin Meets Information Fusion: Panel Summary	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06659	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus		maintenance management	life cycle	nao	IoT and NFT-based Asset Management System in Railway Maintenance	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_06660	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.22630/srees.6358	operation and maintenance	life cycle; life cycle cost	nao	Public-private partnerships scheme of pioneer train case study in South Sumatera area	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_06661	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.3389/fenrg.2024.1469594	operation and maintenance	life-cycle	nao	Optimal scheduling strategies for electrochemical energy storage power stations in the electricity spot market	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06670	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1109/aees63781.2024.10872531	operation and maintenance	life cycle	nao	Intelligent Operation and Maintenance Technology for High-Voltage Switches Based on Internal Characteristic Inversion	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06672	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1007/978-3-031-70684-4_12	operation and maintenance	life-cycle	nao	A RFID Online Sensing Tag for Electric Power Materials	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06674	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.2478/otmcj-2024-0018	operation and maintenance	life cycle	nao	Risk-based integrated performance assessment framework for public-private partnership infrastructure projects	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06676	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus|WoS	10.3389/fenrg.2024.1397037	operation and maintenance	sustainab	nao	Technical, economic, and environmental feasibility assessment of solar-battery-generator hybrid energy systems: a case study in Nigeria	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06679	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1007/978-981-97-0272-5_32	operation and maintenance	life cycle	nao	Research on Data Governance System of Oil and Gas Field Exploration and Development	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_06682	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1007/978-3-031-42782-4_7		life cycle	nao	Evaluation of the Maintenance System of Medical Equipment – A Necessity for Implementing an Effective Quality System	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06683	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus			sustainab	nao	ENERGY MANAGEMENT OPTIMIZATION BASED ON FACILITIES LAYOUT PLANNING FOR PORT CONSTRUCTION: MEDITERRANEAN REGION CASE STUDY	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_06684	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.6047/j.issn.1000-8241.2024.01.013	operation and maintenance	life cycle; service life	nao	Method for optimizing the delivery process of natural gas ultrasonic flowmeters for verification	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06687	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1016/b978-0-323-90110-9.00048-9		sustainab	nao	Sustainable workplace and workspace—A research use case	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06689	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1109/ieem62345.2024.10857147	operation and maintenance	life cycle; life cycle cost	nao	Engine Degradation Assessment based on Tribodiagnostic Data backed up by Bayesian Approach	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06691	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1109/access.2024.3421335		sustainab	nao	Physical Asset Management for Critical Utilities - A Systematic Literature Review	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06692	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1007/978-3-031-71139-8_18		sustainab; life-cycle	nao	Leveraging Digital Twins for Smart Hydropower: A Pathway to Industry 4.0	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06695	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1109/ei264398.2024.10991403	operation and maintenance	life cycle	nao	FWZIC Method Based on q-Rung Orthopair Fuzzy Set for Life Cycle Quality Assessment of Power Equipment	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06704	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1002/9781119854500	operation and maintenance	sustainab; life cycle	nao	Onshore and Offshore Wind Energy: Evolution, Grid Integration, and Impact, Second Edition	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_06706	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1109/ppic57149.2024.10902237		life-cycle	nao	Medium Voltage Cable Systems at Aging Paper Mills: Life-Cycle Management of the Last Critical Asset	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06717	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1117/12.3033567	operation and maintenance	life cycle	nao	Joint optimization design of insulation and electric heat tracing of molten salt pipelines in concentrating solar power plants	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06719	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1201/9781003483755-127	operation and maintenance	environmental performance	nao	Current and future decision-making in Danish and Austrian bridge management	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_06722	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1109/iccepe62686.2024.10931451	operation and maintenance; maintenance management	sustainab	nao	Research on 3D Modeling Digital Twin Technology Based on Kraftwerk-Kennzeichen-System Coding for Hydropower Stations	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06723	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.2478/amns-2024-1848	operation and maintenance	life cycle	nao	Numerical modeling and fatigue analysis of the dynamic response of main pump cable in nuclear power plant	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_06726	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1109/icips64173.2024.10899955	operation and maintenance	sustainab	nao	Intelligent Operation and Maintenance Strategies for Power Systems Research: A Bibliometric Analysis of co-citation and co-word Analysis	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06730	RELEVANTE	alta	R1_OBJETO_ACAO_CRITERIO	apenas_bloco_b	FALSE	2024	Scopus	10.1177/11786302241271554		sustainab	nao	Environmental Infrastructure Maintenance Bottlenecks in Healthcare Facilities and Coping Strategies Among Healthcare Workers in Niger	Objeto predial + ação de manutenção/operação/FM/retrofit/avaliação + critério ou contexto verificável.
REG_06732	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1109/cac63892.2024.10864480	operation and maintenance	sustainab; environmental performance	nao	Bi-level Optimization Configuration of Integrated Energy Systems for Combined Cooling, Heating, and Power Based on Shared Energy Storage Aggregators	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06733	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1117/12.3026478	operation and maintenance	sustainab	nao	Automatic inspection technology of reservoir area using edge intelligence and UAV	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06738	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.2175/193864718825159675		sustainab	nao	Data Centric “Smart” Digital Platform for Wastewater Treatment Plant Proactive Optimization and Maintenance	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_06739	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1109/icemce64157.2024.10862112	operation and maintenance	sustainab	nao	Application of Big Data Technology in Lean Analysis of Power Grid Equipment Load	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06741	RELEVANTE	alta	R1_OBJETO_ACAO_CRITERIO	apenas_bloco_b	FALSE	2024	Scopus	10.1109/iciea61579.2024.10664681		sustainab	nao	MILP-Based Energy Management for Educational Buildings Integrated with Solar PV and Battery Energy Storage	Objeto predial + ação de manutenção/operação/FM/retrofit/avaliação + critério ou contexto verificável.
REG_06742	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus|WoS	10.1080/10168664.2022.2154731	operation and maintenance	sustainab; environmental performance	nao	IABSE Survey of Implemented Decision-making Models used by Public and Private Owners/Operators of Road- and Railway Infrastructures	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_06743	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1109/synergymed62435.2024.10799409	operation and maintenance	sustainab	nao	Characterization of Voltage Fluctuations: A Methodology to KPI Analysis and Anomaly Diagnosis	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06744	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1088/1742-6596/2875/1/012033		sustainab	nao	Innovative Benchmarking of Offshore Wind O&M Strategies via AIS Data Analysis	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_06745	RELEVANTE	alta	R1_OBJETO_ACAO_CRITERIO	apenas_bloco_b	FALSE	2024	Scopus	10.1080/23744731.2023.2290976		building performance	nao	Deployment of real-time building automation system-integrated inverse-model-based fault detection and diagnostics algorithms	Objeto predial + ação de manutenção/operação/FM/retrofit/avaliação + critério ou contexto verificável.
REG_06746	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.23919/picmet64035.2024.10653226	maintenance management	sustainab	nao	Exploring the Usage of a Technology Acceptance Model for 4th Industrial Maintenance Management Technologies in Petrochemical Industries	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_06749	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1109/access.2024.3494234	operation and maintenance	sustainab	nao	Contactless Diagnosis Method and Unsupervised Learning for Panel-Level Photovoltaic Plant Operation and Maintenance	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06751	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.24294/jipd.v8i7.4708	maintenance management	sustainab	nao	Linking responsible leadership and sustainable performance through the mediation of maintenance management implementation and agile organization	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06752	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1117/12.3049287	operation and maintenance	sustainab	nao	Power robot standardization status and outlook	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_06753	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2024	Scopus	10.1061/9780784485231.055		sustainab; greenhouse gas	nao	Digital Twins for Built Assets to Enable Sustainability Tracking	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
