id_unico,doi,titulo,ano,bases_origem,resumo_presente,classe_pre_triagem,justificativa,sinal_titulo,bloco_a_presente,bloco_b_presente,bloco_c_presente,bloco_d_presente,bloco_tecnologico_presente,bloco_conceitual_presente,termos_bloco_a,termos_bloco_b
REG_07494,10.2749/newdelhi.2023.0068,Approach to Sustainability in Built Environment,2023,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (sustainab; building performance) presentes.,sugere_parcial,sim,sim,nao,nao,nao,sim,operation and maintenance,sustainab; building performance
REG_07495,10.1201/9781003202431-7,Constructed Wetlands for Wastewater Treatment,2023,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_07496,10.3390/asec2023-15884,Comparative Analysis of the Approach of Different Countries to the Standards of the Bridge Structures’ Condition Management System †,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_07497,10.1109/enbeng58165.2023.10175354,Reliability analysis of an Electronic Portal Imaging Device (EPID) of a linear accelerator,2023,Scopus|WoS,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,sim,nao,sim,nao,operation and maintenance,sustainab
REG_07498,10.1109/ghtc56179.2023.10355000,Is Technology the Answer to Universal Energy Access?,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance; maintenance strategy,sustainab
REG_07499,10.1016/b978-0-323-89838-6.00014-1,Photocatalytic recycled aggregate concrete for air-purifying purpose,2023,Scopus,sim,irrelevante,Nenhum termo de Bloco A nem Bloco B encontrado em titulo+resumo.,sem_sinal,nao,nao,nao,nao,nao,nao,operation and maintenance,
REG_07500,10.1016/j.autcon.2022.104636,Maintenance robot for remote assembly of protective jackets on live gas risers,2023,Scopus|WoS,sim,relevante,Bloco A (building maintenance) e Bloco B (sustainab; service life) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,building maintenance,sustainab; service life
REG_07501,10.2118/213641-ms,Enhanced Field Sustainable Oil Production Rate Forecast Using Integrated Asset Operating Model for Production Efficiency Improvement,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,,sustainab
REG_07502,10.15837/ijccc.2023.2.5286,Computer-Supported Smart Green-Blue Infrastructure Management,2023,Scopus|WoS,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,sim,nao,sim,nao,operation and maintenance,sustainab
REG_07503,10.3303/cet2399094,Controlled Hydrodynamic Cavitation for Reduction of Toxic Metals in Metallurgical Residual Effluents,2023,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_07504,10.1201/9781003272717,Enabling Methodologies for Renewable and Sustainable Energy,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,sim,nao,operation and maintenance,sustainab
REG_07505,10.1088/1755-1315/1169/1/012033,Construction scheduling and monitoring control of dams based on BIM,2023,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,sim,nao,operation and maintenance,sustainab
REG_07506,10.1007/978-3-031-24751-4_3,Financing Mosque Maintenance in Muslim-Minority Communities,2023,Scopus,sim,relevante,Bloco A (building maintenance) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,building maintenance,sustainab
REG_07507,10.4324/9781003274049-9,Estates and Facilities: Building a Better Future,2023,Scopus,sim,complementar,Termo conceitual presente (built environment) -- complementar/conceitual.,sem_sinal,nao,sim,nao,nao,nao,sim,,sustainab
REG_07508,10.33430/v30n2thie-2022-0061,First of its kind in Hong Kong - innovative reuse of treated effluent and enhanced energy efficiency for air-conditioning systems,2023,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_07509,10.1088/1755-1315/1194/1/012020,NCNU dedicates to develop green campus and renewable energy for environmental sustainability,2023,Scopus,nao,sem_resumo,"Registro sem resumo disponivel; nao classificado por conteudo (regra: nao incluir/excluir por titulo isolado, confianca baixa). Sinal do titulo: sugere_parcial.",sugere_parcial,nao,sim,nao,sim,nao,nao,,sustainab
REG_07510,10.1016/b978-0-323-95876-9.00009-4,IoT-based smart monitoring panel for floating horizontal axis wind turbine,2023,Scopus,sim,irrelevante,Nenhum termo de Bloco A nem Bloco B encontrado em titulo+resumo.,sem_sinal,nao,nao,nao,nao,sim,nao,operation and maintenance,
REG_07511,10.1007/978-3-031-25448-2_63,Selecting KPIs in Asset Maintenance of Onshore Wind Farms Using Standard EN 15341:2019,2023,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,sim,nao,nao,nao,operation and maintenance,sustainab
REG_07512,10.3390/su15010808,LED Traffic Signal Repair and Replacement Practices,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,sim,nao,nao,nao,,sustainab; service life
REG_07513,10.1016/j.envres.2022.114389,"A review on generation, characterization, containment, transport and treatment of fecal sludge and septage with resource recovery-oriented sanitation",2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_07514,10.1177/11786302231154421,"Qualitative Analysis of Onsite Sanitation Challenges in an Urban Setting: The Case of Jimma Town, Ethiopia",2023,Scopus,nao,sem_resumo,"Registro sem resumo disponivel; nao classificado por conteudo (regra: nao incluir/excluir por titulo isolado, confianca baixa). Sinal do titulo: sem_sinal.",sem_sinal,nao,nao,nao,nao,nao,nao,,
REG_07515,10.1007/978-981-99-3577-2_7,"Sustainable Stormwater Management: Developing Stormwater Management and Drainage Master Plan for Serian, Sarawak",2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_07516,10.1201/9781003323020-282,Potential of holistic asset information management,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,maintenance management,sustainab
REG_07517,10.4028/p-j0qmli,A maintenance-based project management approach towards organizational sustainability goals,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,asset performance,sustainab
REG_07518,,INTEGRATED MANAGEMENT SYSTEM FOR THE PREDICTIVE MAINTENANCE OF INTERURBAN ROADS USING ARTIFICIAL INTELLIGENCE TECHNIQUES,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,sim,nao,maintenance management,sustainab
REG_07519,10.1109/aeees56888.2023.10114288,Technology Development Review and Economic Analysis of Power-Hydrogen-Chemical Integrated Energy Systems,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab; carbon neutral
REG_07520,10.1109/isorc58943.2023.00040,Blockchain-enabled Digital Twin Technology for Next-Generation Transportation Systems,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,sim,nao,,sustainab
REG_07521,10.3390/resources12010008,Guidelines for the Technical Sustainability Evaluation of the Urban Drinking Water Systems Based on Analytic Hierarchy Process,2023,Scopus|WoS,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,sim,nao,nao,nao,,sustainab
REG_07522,,Scale of Responsible Management of Decentralized Clustered Wastewater Systems in Rural Alabama’s Black Belt: A Mixed-Method Analysis,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,,sustainab
REG_07523,10.3390/asec2023-16353,Planning of Solar Steam Cooking System at SMVDU †,2023,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,sim,nao,nao,operation and maintenance,sustainab
REG_07524,10.3390/ecp2023-14609,Artificial Intelligence (AI) in the Sustainable Energy Sector †,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,maintenance management,sustainab
REG_07525,,USING TRACER GAS FOR PRESSURE PIPE CONDITION ASSESSMENT ON SMALLER RETICULATION TO LARGE BULK PIPELINES,2023,Scopus,sim,relevante,Bloco A (operation and maintenance; condition assessment) e Bloco B (sustainab; greenhouse gas) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,operation and maintenance; condition assessment,sustainab; greenhouse gas
REG_07526,,IMPLEMENTING SUSTIANABILITY IN THE INTERNATIONAL AIRPORT OF SHARM EL-SHAIKH,2023,Scopus,sim,relevante,Bloco A (building operation) e Bloco B (sustainab; greenhouse gas) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,building operation,sustainab; greenhouse gas
REG_07527,10.1109/iecon51785.2023.10312184,Techno-Economic Feasibility of Off-Grid Renewable Energy Systems: A Comparative Case Study,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,,sustainab
REG_07528,10.1109/icteasd57136.2023.10585232,An Integrated Deep Learning and Edge Computing Framework for Intelligent Energy Management in IoT-Based Smart Cities,2023,Scopus,nao,sem_resumo,"Registro sem resumo disponivel; nao classificado por conteudo (regra: nao incluir/excluir por titulo isolado, confianca baixa). Sinal do titulo: sem_sinal.",sem_sinal,nao,nao,nao,nao,nao,nao,,
REG_07529,,Tweed River Entrance Sand Bypassing Project 22 years of Operations,2023,Scopus,sim,irrelevante,Nenhum termo de Bloco A nem Bloco B encontrado em titulo+resumo.,sem_sinal,nao,nao,nao,nao,nao,nao,,
REG_07530,10.17576/jkukm-2023-si6(1)-21,Analysis of Cost Framework Space Usage of Public University in Malaysia,2023,Scopus|WoS,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,sim,nao,nao,nao,,sustainab
REG_07531,10.1109/irec59750.2023.10389279,Design and Implementation of Efficient Low Cost MPPT Controller for Photovoltaic Application,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,sim,nao,operation and maintenance,sustainab
REG_07532,10.1109/peeec60561.2023.00094,Design of Detection and Assessment System for Electric Vehicle Charging Station Based on Genetic Algorithm,2023,Scopus,sim,relevante,Bloco A (operation and maintenance; maintenance strategy) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,operation and maintenance; maintenance strategy,sustainab
REG_07533,10.1109/pcic43643.2023.10414311,Improving the Bottom Line: How Gas-Insulated Substations can Offer Operational & Maintenance Cost Savings for Petrochemical Facilities,2023,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_07534,10.5593/sgem2023v/6.2/s27.89,VENTILATION INTENSITY AS A MARKER OF INDOOR ENVIRONMENTAL QUALITY IN BUILDINGS,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,,sustainab
REG_07535,10.1007/978-3-031-46109-5_4,Sustainable Renovation on Aosta Residential Building for Carbon Neutrality,2023,Scopus,sim,relevante,Bloco A (building operation; retrofit) e Bloco B (sustainab; sustainable development goal;  sdg) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,building operation; retrofit,sustainab; sustainable development goal;  sdg; carbon neutral
REG_07536,10.1007/978-3-031-09360-9_4,Industry 4.0 Technologies for the Sustainable Management of Maintenance Resources,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,maintenance management,sustainab
REG_07537,10.2514/6.2023-2346,Techno-economic Evaluation of the sCO2 Waste Heat Recovery System for Aircraft Engines,2023,Scopus,nao,sem_resumo,"Registro sem resumo disponivel; nao classificado por conteudo (regra: nao incluir/excluir por titulo isolado, confianca baixa). Sinal do titulo: sem_sinal.",sem_sinal,nao,nao,nao,nao,nao,nao,,
REG_07538,10.24857/rgsa.v18n1-036,"ANALYSIS OF THE INTEGRATED BASIC SANITATION CONCESSION MODEL ADOPTED BY THE MUNICIPALITY OF SÃO SIMÃO, GOIÁS",2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,sim,nao,nao,nao,,sustainab
REG_07539,10.3390/su15021205,Experimental Study on the Dynamic Characteristics of Frozen Silty Clay and Its Influencing Factors,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_07540,10.52202/073371-0092,Research on the Development Status of High-Efficiency Refrigeration Plant Room,2023,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (carbon neutral) presentes.,sem_sinal,sim,sim,nao,sim,nao,nao,operation and maintenance,carbon neutral
REG_07541,10.1007/978-3-031-31686-9_6,e-CODEX: A Secure Infra-Structure for Cross-Border Cooperation,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_07542,10.21837/pm.v21i29.1358,"URBAN DEVELOPMENT AND WASTE MANAGEMENT PLANNING IN KABUL NEW CITY, AFGHANISTAN: A CASE STUDY",2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco B (sustentabilidade). Requer revisao humana.,sem_sinal,sim,nao,nao,nao,nao,nao,operation and maintenance,
REG_07543,10.1088/1755-1315/1281/1/012058,"How many trees are required to offset the CO2 emissions from building operations? A case study of energy efficiency initiatives in Wisma R&D, Universiti Malaya building",2023,Scopus,sim,relevante,Bloco A (building operation; retrofit) e Bloco B (sustainab) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,building operation; retrofit,sustainab
REG_07544,10.11829/j.issn.1001-0629.2022-0778,Bibliometric analysis of Chinese golf turf research,2023,Scopus,sim,irrelevante,Nenhum termo de Bloco A nem Bloco B encontrado em titulo+resumo.,sem_sinal,nao,nao,sim,nao,nao,nao,,
REG_07545,10.1088/1755-1315/1184/1/012020,Risk Analysis of Coal Hauling Road Upgrade Project at PT. Borneo Indobara to Support Sustainable Development,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,maintenance management,sustainab
REG_07546,10.1007/978-3-031-36246-0_31,Machine Learning Techniques for Predicting Remaining Useful Life (RUL) of Machinery for Sustainable Manufacturing Lines,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,sim,nao,maintenance management,sustainab
REG_07547,10.21837/pm.v21i27.1282,DIGITALIZATION OF SUSTAINABLE INTEGRATED PROPERTY MANAGEMENT FOR AFFORDABLE STRATA HOUSING,2023,Scopus,sim,relevante,Bloco A (maintenance management) e Bloco B (sustainab) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,maintenance management,sustainab
REG_07548,10.1109/icps60393.2023.10428738,Feasibility Analysis of a Hybrid Off-Grid Microgrid to Power Saint Martin's Island of Bangladesh,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab; greenhouse gas
REG_07549,10.1117/12.3009105,A digital photovoltaic station operation monitoring and management system based on communication technology,2023,Scopus,nao,sem_resumo,"Registro sem resumo disponivel; nao classificado por conteudo (regra: nao incluir/excluir por titulo isolado, confianca baixa). Sinal do titulo: sem_sinal.",sem_sinal,nao,nao,nao,nao,nao,nao,,
REG_07550,,"Pulp And Paper Case Studies Using Data for Asset Performance Management To Sustainably Improve Reliability, Quality And Production",2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,sim,nao,asset performance,sustainab
REG_07551,10.12688/f1000research.141399.1,Potential business model for a European vaccine R&D infrastructure and its estimated socio-economic impact,2023,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_07552,10.19713/j.cnki.43-1423/u.t20230547,Research on performance evaluation index system of railway construction project,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_07553,10.3846/enviro.2023.892,RENEWABLE AND NON-RENEWABLE PRIMARY ENERGY FACTORS FOR LITHUANIAN A++ BUILDINGS’ HEATING,2023,Scopus,sim,relevante,Bloco A (building operation) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,building operation,sustainab
REG_07554,,Passive design and shape optimization for carbon emissions reduction for residential-and-commercial buildings in cold climate zone,2023,Scopus,sim,relevante,Bloco A (building operation) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,building operation,sustainab
REG_07555,10.1007/978-3-031-29515-7_15,Sustainable Workplace: Space Planning Model to Optimize Environmental Impact,2023,Scopus,sim,relevante,Bloco A (building operation) e Bloco B (sustainab) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,building operation,sustainab
REG_07556,10.1007/978-981-19-2225-1_43,Role of Internet of Things in Global Business,2023,Scopus,sim,relevante,Bloco A (maintenance management) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,sim,nao,maintenance management,sustainab
REG_07557,,"4th Conference on Production Systems and Logistics, CPSL 2023",2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,sim,nao,,sustainab
REG_07558,10.1016/j.worlddev.2022.106094,Does professionalizing maintenance unlock demand for more reliable water supply? Experimental evidence from rural Uganda,2023,Scopus,nao,sem_resumo,"Registro sem resumo disponivel; nao classificado por conteudo (regra: nao incluir/excluir por titulo isolado, confianca baixa). Sinal do titulo: sem_sinal.",sem_sinal,nao,nao,nao,nao,nao,nao,,
REG_07559,,"Towards a Smart, Resilient and Sustainable Industry - Proceedings of the 2nd International Symposium on Industrial Engineering and Automation ISIEA 2023",2023,Scopus,nao,sem_resumo,"Registro sem resumo disponivel; nao classificado por conteudo (regra: nao incluir/excluir por titulo isolado, confianca baixa). Sinal do titulo: sugere_parcial.",sugere_parcial,nao,sim,nao,nao,nao,nao,,sustainab
REG_07560,10.2118/217165-ms,Operationalising Process Safety in Gas Lift Operations - Okom Field Experience,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,sim,nao,nao,nao,,sustainab
REG_07561,,"DIGITALIZING THE BUILT ENVIRONMENT: THE DIGITAL TWIN OF THE UNIVERSITY CITY-SHARJAH, UAE CASE STUDY",2023,Scopus,sim,complementar,Termo conceitual presente (built environment) -- complementar/conceitual.,sem_sinal,nao,sim,nao,sim,sim,sim,,sustainab
REG_07562,10.1088/1755-1315/1196/1/012083,SolVis: A pilot study to facilitate understanding of real-time solar energy production through energy visualizations in learning environments,2023,Scopus,nao,sem_resumo,"Registro sem resumo disponivel; nao classificado por conteudo (regra: nao incluir/excluir por titulo isolado, confianca baixa). Sinal do titulo: sem_sinal.",sem_sinal,nao,nao,nao,nao,nao,nao,,
REG_07563,10.1088/1755-1315/1196/1/012047,Analyzing embodied energy and embodied water for university buildings using input-output-based hybrid method,2023,Scopus,sim,relevante,Bloco A (building operation) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,sim,nao,nao,building operation,sustainab
REG_07564,10.1080/09593330.2022.2054370,Municipal solid waste generation and its compositional assessment for efficient and sustainable infrastructure planning in an intermediate city of Pakistan,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,,sustainab; greenhouse gas
REG_07565,10.3997/2214-4609.202378093,"Case Study of Geothermal Resource Exploration in Hongye Area, Hualien",2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_07566,10.1201/9781003374879,Handbook of Engineering Management: The Digital Economy,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,sim,sim,nao,nao,,sustainab
REG_07567,10.1007/978-3-031-29515-7_38,The Regulatory Apparatus at the Service of Sustainable Planning of the Built Environment: The Case of Law 338/2000,2023,Scopus,nao,sem_resumo,"Registro sem resumo disponivel; nao classificado por conteudo (regra: nao incluir/excluir por titulo isolado, confianca baixa). Sinal do titulo: sugere_parcial.",sugere_parcial,nao,sim,nao,nao,nao,nao,,sustainab
REG_07568,10.1007/978-3-031-15602-1_37,Analysis and Modelling of the Track Quality Index of Railways,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,sim,nao,sim,nao,,sustainab
REG_07569,10.1007/978-3-031-16620-4_10,A Robust Prognostic Indicator for Renewable Energy Fuel Cells: A Hybrid Data-Driven Prediction Approach,2023,Scopus,sim,irrelevante,Nenhum termo de Bloco A nem Bloco B encontrado em titulo+resumo.,sem_sinal,nao,nao,nao,nao,sim,nao,,
REG_07570,10.7538/yzk.2022.youxian.0027,Experimental Study on Sloshing Characteristics of Accumulator under Ocean Condition,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_07571,10.2118/216747-ms,Robust Digital Twin Approach Towards Operational Excellence and Sustainability Goals,2023,Scopus,sim,relevante,Bloco A (asset performance) e Bloco B (sustainab) presentes.,sugere_parcial,sim,sim,sim,nao,sim,nao,asset performance,sustainab
REG_07572,10.2118/214225-ms,Improving Value Delivery in the Operate and Maintain Directorate at Petroleum Development OfOman. A Success Story of Implementing Continuous Improvement Fundamentals,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,,sustainab
REG_07573,10.1007/978-3-030-97940-9_102,Application of Machine Learning for Energy-Efficient Buildings,2023,Scopus,sim,relevante,Bloco A (building operation; retrofit) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,sim,nao,building operation; retrofit,sustainab
REG_07574,10.1108/f-05-2013-0039,Towards sustainable public FM: collective building of capabilities,2016,Scopus|WoS,sim,relevante,Bloco A (facilities management) e Bloco B (sustainab) presentes.,sugere_parcial,sim,sim,sim,nao,nao,nao,facilities management,sustainab
REG_07575,10.11889/j.0253-3219.2023.hjs.46.110604,Development and analysis of a K-nearest-neighbor-based transient identification model for molten salt reactor systems; [基于 KNN 方法的熔盐堆系统瞬态识别模型开发及分析],2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,,sustainab
REG_07576,10.1201/9781003429258-25,Road condition monitoring and assessment in Germany - how to use the data for pavement analysis,2023,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,maintenance management,sustainab; life cycle; sustainability assessment
REG_07577,10.18687/laccei2025.1.1.565,Analysis of the economic and environmental potential of wind energy use as an alternative source in the Peruvian mining industry; [Análisis del potencial económico y ambiental del uso de energía eólica como fuente alternativa en la industria minera peruana],2025,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_07578,10.7782/jksr.2026.29.6.568,Autoencoder Model Design Method for Operational Anomaly Detection in Escalators; [에스컬레이터 동작 이상 탐지를 위한 오토인코더 모델 설계 방법],2026,Scopus,sim,relevante,Bloco A (facility management) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,facility management,sustainab
REG_07579,10.1108/ijshe-06-2025-0590,From carbon-neutral to nature-positive higher education institutions,2026,Scopus|WoS,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,sim,nao,nao,,sustainab; carbon neutral; greenhouse gas
REG_07580,10.1016/j.enbuild.2026.117850,Variable carbon benchmarks in low-carbon design of concrete buildings: A stochastic modeling approach with time-dependent analysis,2026,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,sim,nao,nao,,service life
REG_07581,10.1145/3748522.3779987,Modular Digital Twin Architecture for Smart Building Energy Optimization: A Open-Source Approach,2026,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,sim,sim,nao,,sustainab
REG_07582,10.3390/futuretransp6030131,Strategic Imperatives for High-Definition Map Development in the Emerging Autonomous Vehicle Market of Saudi Arabia,2026,Scopus|WoS,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,sim,nao,nao,,sustainab
REG_07583,10.1007/s13762-026-07167-4,"Urban planning for a greener future: assessing carbon sequestration as a pathway to sustainable campuses in Niğde, Türkiye",2026,Scopus|WoS,sim,complementar,Termo conceitual presente (sustainable campus; ecosystem services) -- complementar/conceitual.,sugere_parcial,nao,sim,nao,sim,nao,sim,,sustainab
REG_07584,10.3390/buildings16091851,"Balancing Residents and Tourists: Evaluating Public Building Spaces in Ancient Towns of Fujian, China, Using the IPA–Kano Model",2026,Scopus|WoS,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,sim,nao,nao,,sustainab
