ordem_prioridade,lote_leitura,id_unico,doi,titulo,ano,eixo_tematico_preliminar,metodo_mcdm_especifico,tecnologia_especifica,necessita_leitura_completa
2773,28,REG_04162,10.1016/j.scs.2019.101587,Data-driven building load profiling and energy management,2019,gestao_predial_com_tecnologia_aplicada,,Data-driven,sim
2774,28,REG_00491,10.1061/9780784481196.014,How do green healthcare facilities perform financially when compared to non-green hospitals overtime? Results from a national database,2017,gestao_predial_contexto_publico_universitario,,,sim
2775,28,REG_00124,10.1016/j.jclepro.2018.02.070,"Building-information-modeling enabled life cycle assessment, a case study on carbon footprint accounting for a residential building in China",2018,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),BIM,sim
2776,28,REG_01140,10.11113/jt.v73.4324,An overview of green retrofitting implementation in non residential existing buildings,2015,gestao_predial_sustentabilidade_geral,,,sim
2777,28,REG_01195,10.4028/www.scientific.net/kem.635.26,Analysis of new generation material solutions of lower structure for energy efficient buildings,2015,gestao_predial_sustentabilidade_geral,,,sim
2778,28,REG_04246,10.1088/1757-899x/512/1/012037,"Deployment of GIS + BIM in the construction of Pan Borneo Highway Sarawak, Malaysia",2019,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2779,28,REG_01257,NA,Analysis of sustainable maintenance behaviors in housing operation,2015,gestao_predial_sustentabilidade_geral,,,sim
2780,28,REG_00266,10.5593/sgem2018/5.1/s20.020,Case study on the use of facility management tools in the process of optimizing the sewer network,2018,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
2781,28,REG_01262,NA,Application of building simulation to support ISO 50001 energy management: Case study of fiumicino airport,2015,gestao_predial_sustentabilidade_geral,,,sim
2782,28,REG_04309,10.1088/1757-899x/533/1/012049,Design and Implementation of an Intelligent Operation and Maintenance Management Cloud Platform for Green Buildings Group,2019,gestao_predial_com_tecnologia_aplicada,,IoT,sim
2783,28,REG_01179,NA,Barriers in managing mosque facilities: Towards sustainable facilities management approach,2015,gestao_predial_sustentabilidade_geral,,,sim
2784,28,REG_00018,10.1016/j.ocecoaman.2018.05.006,Co-location opportunities for renewable energies and aquaculture facilities in the Canary Archipelago,2018,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
2785,28,REG_01098,NA,Building sport's green houses: Issues in sustainable facility management,2015,gestao_predial_sustentabilidade_geral,,,sim
2786,28,REG_04058,10.1088/1742-6596/1345/6/062054,Design and optimization of prefabricated component system based on BIM technology,2019,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2787,28,REG_07780,10.17559/tv-20140606093626,Maintenance and operation costs model for university buildings,2017,gestao_predial_contexto_publico_universitario,,,sim
2788,28,REG_09514,NA,COOPERATION BETWEEN THE ARCHITECT AND FACILITY MANAGER OR PROPERTY MANAGER,2015,gestao_predial_sustentabilidade_geral,,,sim
2789,28,REG_01143,NA,Calibration and modeling for a dashboard that provides realtime feedback on energy saving strategies,2015,gestao_predial_sustentabilidade_geral,,,sim
2790,28,REG_04401,10.5194/isprs-annals-iv-4-w8-59-2019,Developing IFC for infrastructure: A case study of three highway entities,2019,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2791,28,REG_00208,NA,Cost analysis of equipment in a building using BIM-based methods,2018,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),BIM,sim
2792,28,REG_01021,NA,Case studies of solutions based on water operation and facility management systems for water business,2015,gestao_predial_sustentabilidade_geral,,,sim
2793,28,REG_01041,10.1061/(asce)cf.1943-5509.0000629,Case study of facility performance and user requirements in the University of Malaya research and development building,2015,gestao_predial_sustentabilidade_geral,,,sim
2794,28,REG_04368,NA,Developing a framework for life cycle assessment of construction materials through building information modelling (BIM),2019,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2795,28,REG_00423,10.1016/b978-0-12-409548-9.10183-6,Sustainable Urban Facilities Management,2017,gestao_predial_biossistemica_conceitual,,,sim
2796,28,REG_00323,10.1007/978-3-319-91635-4_30,"Data-driven, multi-metric, and time-varying (DMT) building energy Benchmarking using smart meter data",2018,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),Data-driven,sim
2797,28,REG_07801,NA,City of Charlotte facility energy management & Energy star,2015,gestao_predial_sustentabilidade_geral,,,sim
2798,28,REG_01137,NA,Comparative policy study for green buildings in U.S. and China,2015,gestao_predial_sustentabilidade_geral,,,sim
2799,28,REG_04308,NA,Development of e-maintenance in green building maintenance and repair work of government buildings based on work breakdown structure using building information modeling,2019,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2800,28,REG_01068,10.1061/(asce)cf.1943-5509.0000662,Comparison of Housing Facility Management between Mainland China and Taiwan Region,2015,gestao_predial_sustentabilidade_geral,,,sim
2801,29,REG_00364,NA,Pathways to a low carbon economy: The evolving role of the University of the Philippines,2017,gestao_predial_contexto_publico_universitario,,,sim
2802,29,REG_00005,10.3390/buildings9010002,Decision making within the built environment as a strategy for mitigating the risk of malaria and other vector-borne diseases,2018,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
2803,29,REG_01171,10.22260/isarc2015/0008,Construction apps: A critical review and analysis,2015,gestao_predial_sustentabilidade_geral,,,sim
2804,29,REG_04056,10.13128/techne-7538,Digital control room for the project and management of complex buildings,2019,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2805,29,REG_01235,10.1007/978-3-319-19348-9_4,Construction sustainability through visualisation of building operation,2015,gestao_predial_sustentabilidade_geral,,,sim
2806,29,REG_00273,10.1080/23311886.2018.1467256,Environmental sustainability scholarship and the efforts of the sport sector: A rapid review of literature,2018,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
2807,29,REG_04341,10.2118/197538-ms,Digital twins and industry 4.0: Videogamers will staff and manage industrial projects in the near future,2019,gestao_predial_com_tecnologia_aplicada,,Digital Twin,sim
2808,29,REG_01252,NA,Development of a course in energy management for engineering and technology programs,2015,gestao_predial_sustentabilidade_geral,,,sim
2809,29,REG_01275,10.11113/jt.v74.4523,Development of maintenance cost prediction model for heritage buildings,2015,gestao_predial_sustentabilidade_geral,,,sim
2810,29,REG_04290,10.1108/f-03-2018-0039,Engineering-out hazards: digitising the management working safety in confined spaces,2019,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2811,29,REG_01073,10.1016/j.habitatint.2015.03.015,Difficulties in executing the Mandatory Building Inspection Scheme (MBIS) for existing private buildings in Hong Kong,2015,gestao_predial_sustentabilidade_geral,,,sim
2812,29,REG_00014,10.1007/s12518-018-0233-3,"Generative HBIM modelling to embody complexity (LOD, LOG, LOA, LOI): surveying, preservation, site intervention—the Basilica di Collemaggio (L’Aquila)",2018,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),BIM,sim
2813,29,REG_01162,10.1201/b17618-274,Drawing variables & weighted values of climate & energy for school facilities intended to correct repair & replacement standard,2015,gestao_predial_sustentabilidade_geral,,,sim
2814,29,REG_00634,10.1016/j.egypro.2017.07.211,Use of Low-quality Biogenic Fuels in a Decentralized Biomass Boiler for Thermal Energy Generation,2017,gestao_predial_contexto_publico_universitario,,,sim
2815,29,REG_04360,NA,Enhancing infrastructure systems’ resilience with the use of building information modelling (Bim),2019,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2816,29,REG_08363,10.3390/su70810445,Energy Retrofit Strategies for Residential Building Envelopes: An Italian Case Study of an Early-50s Building,2015,gestao_predial_sustentabilidade_geral,,,sim
2817,29,REG_00657,10.1007/978-3-319-39463-3_1,The challenge of effective daylighting,2017,gestao_predial_biossistemica_conceitual,,,sim
2818,29,REG_00201,NA,Greening existing educational buildings in Egypt: A decision support model for optimizing retrofit strategies,2018,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
2819,29,REG_01294,10.1061/9780784479377.041,Energy Simulation of a Building Envelope for NetZero Energy Home (NZEH) Design,2015,gestao_predial_sustentabilidade_geral,,,sim
2820,29,REG_04289,10.1088/1757-899x/471/2/022019,Implementation of BIM Technology into the Design Process Using the Scheme of BIM Execution Plan,2019,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2821,29,REG_01261,NA,Energy efficiency assessment of retrofits’ land reclamation pumping stations,2015,gestao_predial_sustentabilidade_geral,,,sim
2822,29,REG_01096,10.1080/19401493.2014.891656,EnergyPlus model-based predictive control within design–build–operate energy information modelling infrastructure,2015,gestao_predial_sustentabilidade_geral,,,sim
2823,29,REG_00082,10.1088/1742-6596/1060/1/012011,Healthy Building Management System Based on Business Intelligent,2018,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),outra tecnologia: smart building,sim
2824,29,REG_04076,10.36680/j.itcon.2019.023,Integrating building information modeling (BIM) and sensor technology for facility management,2019,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2825,29,REG_01074,10.1016/j.enbuild.2014.11.051,Eu.bac System,2015,gestao_predial_sustentabilidade_geral,,,sim
2826,29,REG_01102,10.1016/j.energy.2015.02.073,Evaluating synergistic effect of optimally controlling commercial building thermal mass portfolios,2015,gestao_predial_sustentabilidade_geral,,,sim
2827,29,REG_00206,10.1061/9780784481295.077,Integrating building information models and building operation information exchange systems in a decision support framework for facilities management,2018,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),BIM,sim
2828,29,REG_04252,10.1108/f-03-2018-0043,Integration of facility management and building information modeling (BIM): A review of key issues and challenges,2019,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2829,29,REG_00789,NA,A Capstone Project: The Electron Garden on the Green (EGG),2016,gestao_predial_contexto_publico_universitario,,,sim
2830,29,REG_01135,10.4028/www.scientific.net/msf.814.524,Evaluation and selection research on external wall insulation materials based on green building energy conservation,2015,gestao_predial_sustentabilidade_geral,,,sim
2831,29,REG_01016,10.1016/j.jclepro.2015.06.133,Evaluation of sustainability indicators of industrial buildings focused on petrochemical projects,2015,gestao_predial_sustentabilidade_geral,,,sim
2832,29,REG_04154,10.1051/e3sconf/201911105021,Integration of operational data in building information modelling: From ontology to application,2019,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2833,29,REG_01019,10.1093/ijlct/ctu008,Existing buildings' operation and maintenance: Renovation project of Chow Yei Ching building at the University of Hong Kong,2015,gestao_predial_sustentabilidade_geral,,,sim
2834,29,REG_00315,NA,"International Conference on Applied Economics, ICOAE 2017",2018,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
2835,29,REG_01209,NA,Experimental analysis of demountable precast structure,2015,gestao_predial_sustentabilidade_geral,,,sim
2836,29,REG_04037,10.5194/isprs-archives-xlii-5-w3-143-2019,Integration of safety assessment in bim for transportation infrastructure,2019,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2837,29,REG_01063,10.1016/j.enbuild.2015.07.022,Experimental study on the physical-mechanical durability of innovative hemp-based composites for the building industry,2015,gestao_predial_sustentabilidade_geral,,,sim
2838,29,REG_00083,10.1063/1.5043874,Material life cycle costing of buildings: A case study,2018,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
2839,29,REG_00395,10.1016/j.jclepro.2017.06.053,The impact of renovation measures on building environmental performance: An emergy approach,2017,gestao_predial_biossistemica_conceitual,,,sim
2840,29,REG_09498,NA,FACILITY MANAGEMENT VARIABLES THAT INFLUENCE SUSTAINABILITY OF BUILDING FACILITIES,2015,gestao_predial_sustentabilidade_geral,,,sim
2841,29,REG_04304,10.1088/1755-1315/222/1/012022,Interconnection of Construction-Economic Systems with BIM in the Czech Environment,2019,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2842,29,REG_00933,10.1108/jcre-11-2015-0037,"Adding value by health care real estate: parameters, priorities, and interventions",2016,gestao_predial_contexto_publico_universitario,,,sim
2843,29,REG_01094,10.1108/jfm-04-2014-0012,Facilities management innovation in public-private collaborations: Danish ESCO projects,2015,gestao_predial_sustentabilidade_geral,,,sim
2844,29,REG_01128,10.1108/jfm-11-2013-0058,Facilities management practices in the Nigerian public universities,2015,gestao_predial_sustentabilidade_geral,,,sim
2845,29,REG_00158,10.1088/1755-1315/117/1/012029,Merging building maintainability and sustainability assessment: A multicriteria decision making approach,2018,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
2846,29,REG_04133,10.1108/ijbpa-08-2018-0067,Main functions for building maintenance management: an outline application,2019,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2847,29,REG_09499,NA,Facility Management Variables That Influence Sustainability of Building Facilities,2015,gestao_predial_sustentabilidade_geral,,,sim
2848,29,REG_01156,10.1002/9783527337095.ch35,Facility Management in the Life Cycle of Laboratory Buildings,2015,gestao_predial_sustentabilidade_geral,,,sim
2849,29,REG_04483,10.1016/j.autcon.2018.10.003,ND BIM-integrated knowledge-based building management: Inspecting post-construction energy efficiency,2019,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2850,29,REG_07768,10.1016/j.jclepro.2017.09.178,Multi-period maintenance planning for public buildings: A risk based approach for climate conscious operation,2018,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
2851,29,REG_01055,10.11113/jt.v75.5270,Facility management variables that influence sustainability of building facilities,2015,gestao_predial_sustentabilidade_geral,,,sim
2852,29,REG_01167,NA,Facility management variables that influence sustainability of building facilities,2015,gestao_predial_sustentabilidade_geral,,,sim
2853,29,REG_04103,10.1109/fareastcon.2019.8934034,Operation of Buildings and Structures Based on BIM Standards in the Digital Economy,2019,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2854,29,REG_08217,NA,Facility management variables that influence sustainability of building facilities,2015,gestao_predial_sustentabilidade_geral,,,sim
2855,29,REG_00076,10.1061/(asce)cf.1943-5509.0001198,Optimized Building Component Assessment Planning Using a Value of Information Model,2018,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
2856,29,REG_07791,NA,"Core bundles of technologies to achieve deep energy retrofit with major building renovation projects in Europe, the United States, and China",2016,gestao_predial_contexto_publico_universitario,,,sim
2857,29,REG_01205,NA,Implementation of energy management in designing stage of building construction,2015,gestao_predial_sustentabilidade_geral,,,sim
2858,29,REG_04197,10.1088/1755-1315/290/1/012058,Possibilities of Using Modern Technologies and Creation of the Current Project Documentation Leading to the Optimal Management of the Building for Sustainable Development,2019,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2859,29,REG_01106,10.1002/tal.1172,Incorporating sustainable development principles into building design: A review from a structural perspective including case study,2015,gestao_predial_sustentabilidade_geral,,,sim
2860,29,REG_00017,10.3390/smartcities1010010,Perceived importance of smart and sustainable building features from the users’ perspective,2018,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
2861,29,REG_00517,NA,Users in context: Actions and practices in low energy buildings,2017,gestao_predial_biossistemica_conceitual,,,sim
2862,29,REG_01031,10.1016/j.egypro.2015.11.281,Indoor environment and energy consumption optimization using field measurements and building energy simulation.,2015,gestao_predial_sustentabilidade_geral,,,sim
2863,29,REG_04311,NA,Research on green building energy management based on BIM and FM,2019,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2864,29,REG_01139,10.1061/9780784479681.018,Integrated Project Delivery and Total Building Automation for the Nearly Net-Zero-Energy Q1 ThyssenKrupp Headquarters,2015,gestao_predial_sustentabilidade_geral,,,sim
2865,29,REG_00232,10.1016/j.aei.2018.01.002,Semantic BMS: Allowing usage of building automation data in facility benchmarking,2018,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
2866,29,REG_01159,10.1016/j.proeng.2015.08.400,Life Cycle Approach for Facility Resilience Information Modeling (FRIM),2015,gestao_predial_sustentabilidade_geral,,,sim
2867,29,REG_04139,10.1016/j.gmod.2019.101039,Service-oriented semantic enrichment of indoor point clouds using octree-based multiview classification,2019,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2868,29,REG_01239,NA,Life cycle costing of mechanical and electrical services for private finance initiatives projects in Malaysia,2015,gestao_predial_sustentabilidade_geral,,,sim
2869,29,REG_00955,NA,Energy savings and maintenance optimization through the implementation of GESTENSIS energy management system,2016,gestao_predial_contexto_publico_universitario,,,sim
2870,29,REG_01218,10.1080/09613218.2015.955755,Life cycle emissions analysis of two nZEB concepts,2015,gestao_predial_sustentabilidade_geral,,,sim
2871,29,REG_04196,10.1088/1755-1315/290/1/012050,Smart BIM-AM Journey to Green Buildings,2019,gestao_predial_com_tecnologia_aplicada,,BIM; IoT,sim
2872,29,REG_00088,10.1109/iccecome.2018.8658591,Sustainable Design Parameters in Generation of Facilities Management Conceptual Model,2018,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
2873,29,REG_01220,10.1061/9780784479285.006,Managing Metallic Corrosion on Winter Maintenance Equipment Assets,2015,gestao_predial_sustentabilidade_geral,,,sim
2874,29,REG_04174,10.1088/1755-1315/296/1/012047,Smart cities and enabling technologies: Influences on urban Facility Management services,2019,gestao_predial_com_tecnologia_aplicada,,IoT,sim
2875,29,REG_01052,10.1016/j.seta.2015.07.001,Multi-objective optimal design of a solar absorption cooling and heating system under life-cycle uncertainties,2015,gestao_predial_sustentabilidade_geral,,,sim
2876,29,REG_00162,10.1061/(asce)me.1943-5479.0000582,Sustainable Performance Index for Assessing the Green Technologies in Urban Infrastructure Projects,2018,gestao_predial_com_decisao_multicriterio,AHP,,sim
2877,29,REG_01084,10.1016/j.rser.2015.05.081,"On the application of multi-agent systems in buildings for improved building operations, performance and smart grid interaction - A survey",2015,gestao_predial_sustentabilidade_geral,,,sim
2878,29,REG_04337,10.1007/978-981-13-7542-2_27,Study on BIM technology application in the whole life cycle of the utility tunnel,2019,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2879,29,REG_01120,10.3992/jgb.10.2.79,Passive design techniques applied to green buildings as an aesthetic and spatial design concept,2015,gestao_predial_sustentabilidade_geral,,,sim
2880,29,REG_08140,10.1007/978-3-319-14777-2,"Physical Asset Management: With an Introduction to ISO55000, Second Edition",2015,gestao_predial_sustentabilidade_geral,,,sim
2881,29,REG_00223,10.1007/978-3-319-70055-7_34,Utilization the Process BIM – Building Information Modeling in Facility Management,2018,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),BIM,sim
2882,29,REG_01003,10.1108/lm-04-2016-0026,"If you build it, will they sort it? Compost collection in the academic library learning commons",2016,gestao_predial_contexto_publico_universitario,,,sim
2883,29,REG_04355,NA,Study on the application framework of BIM in the life cycle management of offshore wind farms,2019,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2884,29,REG_09260,10.1007/978-3-319-47895-1_4 10.1007/978-3-319-47895-1,ecoGIS-A Solution for Interactive Facility Management to Support the European Eco-Management and Audit Scheme (EMAS),2017,gestao_predial_biossistemica_conceitual,,,sim
2885,29,REG_01061,10.1109/iyce.2015.7180832,Potentials of sustainable energy management in buildings,2015,gestao_predial_sustentabilidade_geral,,,sim
2886,29,REG_01260,NA,Preventive medicine oversight of splash pads on military installations,2015,gestao_predial_sustentabilidade_geral,,,sim
2887,29,REG_04224,10.1108/jfm-03-2018-0015,Towards a conceptual framework to manage BIM/COBie asset data using a standard project management methodology,2019,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2888,29,REG_00022,10.1108/f-09-2017-0094,Validation and ranking of user requirement related building performance attributes and sub attributes for government residential buildings,2018,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
2889,29,REG_01258,NA,Qualitative analysis of the use of building performance simulation in the australian retrofitting industry,2015,gestao_predial_sustentabilidade_geral,,,sim
2890,29,REG_01145,NA,Rationalisation of investment in green commercial office building from a cost-benefit perspective,2015,gestao_predial_sustentabilidade_geral,,,sim
2891,29,REG_08082,NA,Unlocking potentials of building energy systems' operational efficiency: Application of digital twin design for HVAC systems,2019,gestao_predial_com_tecnologia_aplicada,,Digital Twin,sim
2892,29,REG_01089,10.12989/cac.2015.15.6.879,Remaining service life estimation of reinforced concrete buildings based on fuzzy approach,2015,gestao_predial_sustentabilidade_geral,,,sim
2893,29,REG_00350,10.5337/2018.210,Water user associations: A review of approaches and alternative management options for sub-Saharan Africa,2018,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
2894,29,REG_01222,NA,Research on the exergy and CO2 emissions of the energy-saving design of building envelope,2015,gestao_predial_sustentabilidade_geral,,,sim
2895,29,REG_04324,10.1201/9780429021596-56,Using computer simulations in building information modeling,2019,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2896,29,REG_01069,10.1080/10042857.2015.1056286,Research on whole life cycle carbon emission model of typical buildings,2015,gestao_predial_sustentabilidade_geral,,,sim
2897,29,REG_07784,10.3390/su8100972,Nitrogen and sediment capture of a floating treatment wetland on an urban stormwater retention pond-The case of the rain project,2016,gestao_predial_contexto_publico_universitario,,,sim
2898,29,REG_00479,NA,"2016 Global Information Infrastructure and Networking Symposium, GIIS 2016",2017,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
2899,29,REG_01306,10.6090/jarq.49.29,Rice-fish integration in Sub-Saharan Africa: The challenges for participatory water management,2015,gestao_predial_sustentabilidade_geral,,,sim
2900,29,REG_00062,10.1016/j.eiar.2018.05.007,"A biophysical approach to the performance diagnosis of human–building energy interaction: Information (bits) modeling, algorithm, and indicators of energy flow complexity",2018,gestao_predial_com_tecnologia_aplicada,,IoT,sim
2901,30,REG_01216,NA,Role of insulation in energy consumption in commercial and office buildings,2015,gestao_predial_sustentabilidade_geral,,,sim
2902,30,REG_01108,10.1109/esw.2015.7094864,Safety by design: Solid insulated technologies challenge the use of SF6 in medium-voltage switchgear,2015,gestao_predial_sustentabilidade_geral,,,sim
2903,30,REG_00693,10.1016/j.rser.2017.04.039,A combined goal programming – AHP approach supported with TOPSIS for maintenance strategy selection in hydroelectric power plants,2017,gestao_predial_com_decisao_multicriterio,TOPSIS; AHP,,sim
2904,30,REG_00287,10.1007/978-3-319-74123-9_17,BIM based bridge management system,2018,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2905,30,REG_01043,10.1007/s10661-015-4883-x,Sewage-fed aquaculture: a sustainable approach for wastewater treatment and reuse,2015,gestao_predial_sustentabilidade_geral,,,sim
2906,30,REG_09524,10.21834/e-bpj.v1i4.376,Facilities Management AUDIT in Managing Healing Facilities in Public Health Care Built Environment: User Satisfaction Viewpoint,2016,gestao_predial_biossistemica_conceitual,,,sim
2907,30,REG_01165,10.5937/fmet1504328m,Shopping centres maintenance management performance: A case study,2015,gestao_predial_sustentabilidade_geral,,,sim
2908,30,REG_00227,10.1002/9781119572633,BIM for facility managers,2018,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2909,30,REG_00365,10.23919/picmet.2017.8125300,A fuzzy-AHP-based decision support system for maintenance strategy selection in facility management,2017,gestao_predial_com_decisao_multicriterio,AHP,,sim
2910,30,REG_01199,NA,Strategic recycling operations for institutional organisations in Malaysia,2015,gestao_predial_sustentabilidade_geral,,,sim
2911,30,REG_08124,10.3390/ijerph13070630,Optimal decision model for sustainable hospital building renovation—a case study of a vacant school building converting into a community Public Hospital,2016,gestao_predial_contexto_publico_universitario,,,sim
2912,30,REG_01142,10.5901/mjss.2015.v6n4s2p509,Sustainability achievement and estidama green building regulations in Abu Dhabi vision 2030,2015,gestao_predial_sustentabilidade_geral,,,sim
2913,30,REG_00214,10.1002/9781119572633.ch2,BIM technology for FM,2018,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2914,30,REG_01147,NA,Sustainable factors of wood materials for building in the tropical region,2015,gestao_predial_sustentabilidade_geral,,,sim
2915,30,REG_00415,10.1061/(asce)co.1943-7862.0001348,AHP-ANP-Fuzzy Integral Integrated Network for Evaluating Performance of Innovative Business Models for Sustainable Building,2017,gestao_predial_com_decisao_multicriterio,AHP; ANP,,sim
2916,30,REG_01264,10.1002/9783527337095,"The Sustainable Laboratory Handbook: Design, Equipment, Operation",2015,gestao_predial_sustentabilidade_geral,,,sim
2917,30,REG_00036,10.1080/24705314.2018.1536318,BIM- and IoT-based monitoring framework for building performance management,2018,gestao_predial_com_tecnologia_aplicada,,BIM; IoT,sim
2918,30,REG_01129,10.1515/eces-2014-0045,The analysis of variants of water supply systems in multi-family residential building,2015,gestao_predial_sustentabilidade_geral,,,sim
2919,30,REG_00539,NA,Application of LCA results in the early design phase of environmental-friendly buildings,2017,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
2920,30,REG_01169,10.11113/jt.v77.6871,The identification of design for maintainability imperatives to achieve cost effective building maintenance: A delphi study,2015,gestao_predial_sustentabilidade_geral,,,sim
2921,30,REG_00224,NA,BIM-based interoperable workflow for energy improvement of school buildings over the life cycle,2018,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2922,30,REG_01017,10.1016/j.jclepro.2014.07.069,"The nexus among employment opportunities, life-cycle costs, and carbon emissions: A case study of sustainable building maintenance in Hong Kong",2015,gestao_predial_sustentabilidade_geral,,,sim
2923,30,REG_00857,10.1016/j.proeng.2016.04.159,Performance Evaluation of 32 LEED Hospitals on Operation Costs,2016,gestao_predial_contexto_publico_universitario,,,sim
2924,30,REG_01255,NA,Tourist perspectives of physical tourism impacts,2015,gestao_predial_sustentabilidade_geral,,,sim
2925,30,REG_00061,10.1016/j.jobe.2018.04.028,Beyond the third dimension of BIM: A systematic review of literature and assessment of professional views,2018,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2926,30,REG_09125,NA,CONCEPTUAL FRAMEWORK FOR MANAGEMENT OF THE LIFE CYCLE COSTS OF BUILDINGS,2017,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
2927,30,REG_01276,10.3390/su7055071,Towards development of a label for zero emission buildings: A tool to evaluate potential zero emission buildings,2015,gestao_predial_sustentabilidade_geral,,,sim
2928,30,REG_00714,10.1016/j.apenergy.2016.09.022,Integrating and optimizing metrics of sustainable building performance using human-focused agent-based modeling,2016,gestao_predial_biossistemica_conceitual,,,sim
2929,30,REG_01251,NA,Uncertainty of external environment during the construction of the controlling system of sustainability,2015,gestao_predial_sustentabilidade_geral,,,sim
2930,30,REG_00314,NA,Bim application in infrastructure project in the reuse of historical cities,2018,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2931,30,REG_00523,NA,Condition-based building maintenance strategy selection using constraint programming,2017,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
2932,30,REG_01214,10.1016/j.proeng.2015.08.240,Using life-cycle analysis to assess energy savings delivered by building insulation,2015,gestao_predial_sustentabilidade_geral,,,sim
2933,30,REG_08146,NA,"2013 2nd International Conference on Sustainable Energy and Environmental Engineering, ICSEEE 2013",2014,gestao_predial_sustentabilidade_geral,,,sim
2934,30,REG_00308,NA,Bim as a tool for sustainable design,2018,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2935,30,REG_01470,NA,A methodology for building performance simulation using high power computing,2014,gestao_predial_sustentabilidade_geral,,,sim
